title,city_location,block_sector,bedroom,bathroom,sqrtFeet,price
A 950 Sq Ft Nice Apartment Is Up For Sale In Shekhertek Near Masjid Aat Takwah.,7,74,2,2,950,15.46416937585933
656 Square Feet Apartment Is Up For Sale At Rupnagar R/a,4,35,2,2,656,14.731801689838349
Valuable 1970 Square Feet Apartment For Sale In Bashundhara R/A,2,39,3,4,1970,16.860033043306743
Property For Sale In Mohammadpur – 1450 Sq Ft Apartment,7,37,3,3,1450,16.300417291085605
"Plan To Move In This 1350 Sq Ft Flat Which Is For Sale In Block K, Bashundhara R/A",2,44,3,3,1350,16.300417291085605
This 1872 Sq.Ft Flat In Bijoy Rakeen City With A Convenient Price Is Up For Sale,4,63,3,3,1872,16.41820031748273
1695 Square Feet Suitable Flat Is Available For Sale In Bashundhara R-a,2,49,3,3,1695,16.61887099947687
"Take A Look At This 1300 Sq Ft Well Defined Flat Which Is Up For Sale In Section 2, M...",4,38,3,3,1300,16.166885910365842
Buy This 1309 Sq Ft Ready Flat In Uttara-10,3,31,3,3,1309,16.300417291085605
"1225 Sq Ft Apartment Is Ready For Sale In Mirpur, Kallyanpur",4,33,3,3,1225,15.894952224644102
"Smartly priced 1553 SQ FT flat, that you should check in Kallyanpur",4,33,3,3,1553,16.034714150714915
Worthy 925 Sq Ft Residence Is For Sale At Banasree,6,49,2,2,925,15.732433317205148
Buy This 1200 Sq Ft Apartment In The Nice Area Of Mirpur,4,27,3,3,1200,15.607270193858982
Modest 1200 Sq Ft Residential Apartment For Sale In North Adabor,10,75,3,3,1200,16.007164201982874
"Looking For A New Place? Try Us, As We Have This 970 Sq Ft Apartment Ready For Sale A...",4,9,2,2,970,15.38412668421143
"1100 Sq Ft Apartment Is For Sale In Mirpur, Section 1",4,9,3,2,1100,15.671808704579888
At Mirpur DOHS 1045 Square feet flat is available to Sale close to Mirpur DOHS Centra...,4,5,3,2,1045,16.213405921671733
"Offering You 650 Sq Ft Flat For Sale In Mirpur, Rupnagar R/a.",4,35,2,2,650,14.978661680269907
Your Desired Large 2 Bedroom Home In Rajanigandha Residential Area Is Now Vacant For ...,4,63,2,2,1015,15.687312888712007
1850 Sq Feet Residential Apartment For Sale In Uttara,3,7,3,4,1850,16.588099342704055
"Covering 2150 Sq Ft Flat Is Ready To Sale In Block K, Bashundhara R-A",2,44,3,4,2105,16.785925074816024
1250 Sq Ft Flat For Sale In Pallabi Near Baitul Ibada Mosjid,4,10,3,3,1250,15.520258832020865
"A Nice 955 Square Feet House Is Available For Sale At South Pirerbag, With An Afforda...",4,45,3,2,955,15.424948670398354
Grab This 2140 Sq Ft Residential Flat Up For Sale In Badda,8,76,4,4,2140,16.588099342704055
A 860 Square Feet Apartment Is For Sale In The Location Of Rupnagar R/A.,4,35,2,2,860,15.319588176962746
View This 1254 Sq Ft Apartment Is Available For Sale At Cantonment,9,18,3,3,1254,15.520258832020865
"Find a Home in this Masterpiece of a Flat in 1,150 Sq. Ft. Near Green Pharmacy",1,77,4,2,1350,15.820363377333162
"A Comfortably Planned Flat of 1,150 Sq. Ft. is up for Sale Now In Agargaon",1,77,4,2,1350,15.820363377333162
An Apartment Which Is Up For Sale At Mirpur Near To Aloron International School &amp;...,4,27,3,3,1400,15.76142084987672
"In The Location Of Cantonment , Close To Alabdirtek Jame Mosque A Flat Is Up For Sale",9,78,3,2,1070,15.150511887854474
Visit This Apartment For Sale In Mirpur Near Mirpur Adhunik Hospital And Diagnostic C...,4,15,3,3,1250,16.012735246411598
Flat For Sale In Mirpur Near Progoti High School,4,22,2,2,780,14.953343880298434
In Mirpur Apartment Can Be Found For Sale Near Shaheed Zia Girls Laboratory School,4,15,2,2,650,14.603968372873895
An Apartment Which Is Up For Sale At Mirpur Near To M.D.C. Model Institute,4,15,2,2,650,14.648420115681892
Visit this apartment for sale of 1703 SQ FT in Mirpur near Jannat Academy High School...,4,22,3,3,1703,15.996560698155097
"At Mohammadpur, Nice Flat Up For Sale Near Millennium Heart &amp; General Hospital Lt...",7,79,2,2,1050,15.520258832020865
1332 Sq Ft Residential Apartment Is Up For Sale In Dakkhin Paikpara,4,80,3,3,1332,15.537276834121958
"Covering 1360 Sq Ft Space A Flat Is Up For Sale In Block I, Bashundhara R-a",2,68,3,3,1360,16.118095750958314
1300 Sq.ft Apartment Is Available For Sale In West Manikdi Which Is Tailored To Your ...,9,18,3,3,1300,15.424948670398354
Available In Darussalam 1485 Sq Feet Flat For Sale,4,19,3,3,1485,15.915612324784387
1390 Sq Feet Flat For Sale Very Near To Darussalam Government Primary School,4,19,3,3,1390,15.852175200751187
At Uttara-12 We Have A 1050 Sq.Ft Ready Flat For Sale.,3,4,3,2,1050,15.520258832020865
Visit This Apartment For Sale In Mirpur Near Halim Foundation Model High School,4,34,4,4,1451,15.830413711839864
"This Ready Apartment At Mirpur, Near Masjidul Juma Is Up For Sale.",4,15,2,2,650,14.80876270134486
"An Apartment Is Ready For Sale At West Shewrapara, Near Baitul Shako Masjid",4,34,3,2,1000,15.319588176962746
An apartment located on Mirpur near to BSMR Maritime University is waiting for you to...,4,10,3,3,1245,15.319588176962746
"Grab This 1310 Sq Ft Amazing Flat For Sale In Bashundhara R-a, Block J",2,49,3,4,1310,16.118095750958314
Flat For Sale In Arambag R/a Near Al Arabia Jame Masjid And Madrasa,4,81,3,3,1310,15.790285926208256
2100 Square Feet Flat For Sale In Bashundhara,2,43,3,4,2100,16.955776025521875
"A 800 Sq Ft Flat For Sale In Mirpur, Kazipara Nearby Kazipara Bus Stop",4,67,2,2,800,15.250595321348806
Create Your Satisfactory Homely Moments In This 650 Square Feet Apartment For Sale,4,22,2,2,650,14.77102238760702
The Residential Apartment Is Up For Sale In Cantonment Near Matikata Road,9,82,3,2,1100,15.520258832020865
Flat For Sale Covering A Beautiful Area In Shahjadpur Nearby University Of Informatio...,8,50,3,3,1495,16.572350986727976
1316 Sq Ft Fine Flat Is Now For Sale Which Is In Bashundhara R/a Near To Iub,2,39,3,4,1316,16.41820031748273
Apartment For Sale In Mirpur Nearby Dbbl Mobile Banking Office,4,42,2,2,650,14.914123179965662
"1350 Square Feet Flat With 3 Bedrooms Is Available For Sale In Bashundhara R-a, Block...",2,26,3,3,1350,16.066802461833923
"1125 Sq Ft Modest Apartment For Sale In Dakshin Khan, Kawlar",0,83,3,3,1125,15.36837833055017
Nice 1350 SQ FT flat is available for sale in Mirpur,4,84,3,3,1350,16.077273760604726
A Must See This Apartment For Sale Is All Set For You In Agargaon Near Bangladesh Ele...,1,85,3,3,1356,15.86963441986494
"Wonderful 1400 Sq Ft Flat Is Up For Sale In South Banasree Project, Block J",6,21,3,3,1400,15.76142084987672
1350 Square Feet Residential Flat Is Now Up For Sale In Bashundhara Near Independent ...,2,26,3,3,1350,16.300417291085605
3 Bedroom Flat For Sale In Agargaon Near Agargaon Adarsha High School,1,77,3,3,1230,15.671808704579888
Visit This Apartment For Sale Of 1611 Sq Ft In Mirpur Near Orchid Community Center.,4,8,3,4,1611,16.5563506464056
Flat For Sale Covering A Beautiful Area In Badda Nearby Sadhinata Sarani Ideal School,8,55,3,2,1100,15.615568995296266
1252 Sq.Ft Apartment for Sale in Badda nearby Badda Post Office,8,55,3,3,1252,15.76142084987672
An Apartment Which Is Up For Sale At Ahmed Nagar Near To Ahmed Nagar Darul Islam Jame...,4,27,3,2,1276,15.201805169084134
Visit This Apartment For Sale In Mirpur Near Janata Bank Limited.,4,9,2,2,650,14.557448378884015
Near Pallabi Police Station Visit This Apartment For Sale In Mirpur,4,15,2,2,650,14.508658238524095
"Apartment Up For Sale In Mirpur, Near Baitur Rahmat Jame Masjid",4,81,2,2,1000,15.201805169084134
"Start A New Home, In This 2900 Sq Ft Flat For Sale In Bashundhara R/A Block C, Near I...",2,39,4,5,2900,17.370858648025116
"A 2300 Square Ft. Residential Apartment For Sale At Bashundhara R-A, Block J.",2,49,4,4,2300,16.52356082573315
"A 2200 Sq Ft Residential Apartment Is Up For Sale At Block J, Bashundhara R-a",2,49,4,4,2200,16.677711496036597
1360 SFT Flat is Ready To Sale At Uttara Sector 4.,3,17,3,3,1360,16.380459992348886
Obtain This Well Fitted Flat Of 1860 Sq Ft Which Is Up For Sale In Bashundhara R-a,2,49,3,3,1860,16.300417291085605
This Wonderful Flat Is Set For Sale With An Amazing Floor Plan Which Is 1800 Sq Ft In...,4,45,3,4,1800,15.830413711839864
"Graceful Apartment Of 2500 Sq Ft Is Prepared For Sale In Sector 7, Uttara",3,72,4,4,2500,16.906553056777135
In Darussalam This 1485 Sq Feet Flat For Sale,4,19,3,3,1485,15.915612324784387
A 3 Bedroom Residential Apartment For Sale At Bashundhara Next To Sunnydale School .,2,11,3,4,2230,16.86951178681205
A well-constructed 2100 SQ FT flat is for sale in Bashundhara R-A,2,49,3,3,2100,16.572350986727976
"A well-constructed 2100 SQ FT flat is for sale in Bashundhara R-A, Block J",2,49,3,3,2100,16.572350986727976
800 Sq Ft Flat Is Ready For Sale At Mohammadpur,7,86,2,2,800,14.978661680269907
In Darussalam A Residential Apartment For Sale,4,19,3,3,1485,15.915612324784387
We Have A 1700 Sq.ft Flat For Sale In The Location Of Amtala Bazar.,4,45,4,3,1700,15.789591722875162
Visit This Apartment For Sale In Bochila City Developers Ltd,7,70,3,3,1400,15.552461966753656
"If You Want To Reside In Mirpur DOHS, Check This 1100 Sq Ft Flat Which Is Up For Sale...",4,5,3,2,1100,16.066802461833923
Find 1580 Sq Ft Flat Available To Sale In Bashundhara R-a Near To Nsu,2,43,3,4,1580,16.118095750958314
Apartment For Sale In Aftab Nagar Nearby Blcs Institute &amp; Hospital,5,11,3,3,1550,16.066802461833923
"Offering You A Small Nice Flat For Sale In A Reasonable Price In Mirpur 12, Near Mirp...",4,15,2,2,650,14.648420115681892
"An Apartment Is Ready For Sale At Mohammadpur , Near Sehabiya Darbar Sharif",7,87,2,2,900,15.201805169084134
Check this 1584 SQ FT apartment up for sale at Mirpur very near to Aklima General Hos...,4,38,3,4,1584,16.300417291085605
"An apartment ready for sale at Mirpur, near Mainuddin Medical Hall",4,42,2,2,650,14.914123179965662
"Apartment for sale includes 1578 SQ Ft at Mirpur, near Shah Ali Police Station",4,38,3,4,1578,16.300417291085605
Choose Your Destination At This Nice Flat Which Is Available For Sale In Uttara Near ...,3,88,3,3,1500,15.990262393084793
"2300 Sq Ft Flat With Comfiest Home Facilities, Is Up For Sale In Bashundhara R-a, Blo...",2,49,4,4,2300,16.52356082573315
2200 Sq Ft Apartment Is Ready For Sale In Mirpur Dohs,4,5,3,4,2200,16.811242881518265
Exclusive 1000 Sq Feet Apartment Is Up For Sale In South Badda Near Sahaaba Jaam-e Ma...,8,89,3,2,1000,15.76142084987672
"The Pursuit To Find A Decent Flat In A Good Environment Like Cantonment, West Matikat...",9,90,3,3,1515,15.830413711839864
1412 Square Feet Apartment Is Up For Sale At Mirpur,4,34,3,3,1412,15.76142084987672
Grab This 1300 Square Feet Apartment For Sale At Mirpur,4,22,3,3,1300,15.581952390148196
Amazing 1300 Square Feet Apartment Is Up For Sale At Mirpur,4,22,3,3,1300,15.512959530871255
A well-constructed 1300 SQ FT apartment is ready for sale in Adabor,10,32,3,3,1300,15.739759356223798
Your Desired Large 2 Bedroom Home In Mohammadpur Very Close To Mohammadpur Police Cam...,7,91,2,2,850,15.444751293772967
We Have A 650 Sq.Ft Flat For Sale In Mirpur Nearby Baitul Aman Jame Moshjid.,4,15,2,2,650,14.731801689838349
Grab This Flat Up For Sale In Mohammadpur Near Dutch-bangla Bank Limited,7,91,3,3,1155,15.821036551283434
Flat for Sale in Mirpur close to City Bank,4,15,2,2,727,14.882976461514442
"Nice Flat Can Be Found In Uttara For Sale, Near Milestone College",3,7,2,2,1000,15.607270193858982
An Apartment Which Is Up For Sale At Pallabi Near To Pallabi Police Station.,4,10,3,3,1500,16.066802461833923
Check This Apartment For Sale At Mirpur Nearby Baitul Moazzam Jame Masjid,4,22,2,2,909,15.319588176962746
"In the location of Mirpur, very close to Medicine Point is up for sale",4,8,2,2,800,15.123843647884687
"Flat up for sale in Rupnagar R/A area, near Jaman Plaza",4,35,3,2,1000,15.444751293772967
"At Darussalam, Flat For Sale Close To Mir Bari Adi Jame Mosjid",4,19,3,3,1260,15.572678754955476
"600 Sq Ft Apartment For Sale In Mirpur, Section 12",4,15,2,2,600,14.99416586199818
"A 2156 Square Feet Residential Flat Is Up For Sale At Block J, Bashundhara R-a",2,49,3,3,2156,16.648723960844016
This Amazing 1100 Sq.Ft Apartment Is Up For Sale In Mirpur DOHS .,4,5,3,3,1100,16.066802461833923
Buy This 1800 Sq Ft Ready Flat In Bashundhara R/a,2,49,3,4,1800,16.54987813231892
1545 Sq Ft Apartment With Elegant Fittings Is Ready For Sale In Mirpur-12,4,15,3,3,1545,16.257857680289998
Close To Shahi Jame Mosjid At Faydabad 1330 Square Feet And 3 Bedroom Residential Apa...,0,13,3,3,1330,15.789591722875162
Lovely Apartment Of 1400 Sq Ft Is Up For Sale In South Pirerbag,4,45,3,3,1400,15.943742382861155
Near Mollapara Jame Masjid 1205 Sq.Ft Residential Apartment For Sale At Agargaon,1,77,3,3,1205,15.702580358511794
1220 Sq&gt;Ft Apartments For Sale Close To Mollapara Jame Masjid At Agargaon,1,77,3,3,1220,15.732433317205148
Available In Middle Paikpara 1080 Square Feet Flat For Sale,4,29,3,3,1080,15.278766191701747
1485 Sq Feet Flat For Sale In The Location Of Darussalam,4,19,3,3,1485,15.915612324784387
"1459 Sq Ft Apartment Is Ready For Sale At Uttara, Near Uttara Model Town Post Office",3,88,3,3,1459,16.41820031748273
Check this 1400 SQ Ft apartment for sale at Bashundhara nearby Bangladesh Resource Im...,2,68,3,3,1400,16.166885910365842
700 Sq Ft Apartment For Sale In Mirpur Nearby Islami Bank Bangladesh Ltd.,4,15,2,2,700,14.731801689838349
"Near Pallabi Mazedul Islam Model High School, Flat For Sale In Pallabi",4,10,2,2,1100,15.520258832020865
"An Apartment Is Ready For Sale At Mirpur , Near Islami Bank Bangladesh Limited .",4,42,3,3,1100,15.607270193858982
Buy This 1350 Sq Ft Apartment Available In Uttar Badda,8,55,3,3,1350,15.894952224644102
1050 Sq Ft Decent Apartment Is Available For Sale In Uttar Badda,8,55,3,2,1050,15.78122347437178
2450 Square Feet Residential Apartment Up For Sale At Uttara -11.,3,7,4,4,2450,17.249497794707484
1085 Square Feet Residential Flat For Sale In Dakshin Khan,0,92,3,2,1085,15.607270193858982
"1850 Sq Ft Apartment Is Ready For Sale In Aftab Nagar, Block E, Sector 1",5,6,3,3,1850,16.51013780630191
Lovely Apartment Of 852 Sq Ft Is Up For Sale In Middle Monipur,4,30,2,2,852,15.38412668421143
You’re At The Right Place When You’re Here – 850 Sq Ft Flat For Sale In East Monipur,4,24,2,2,850,15.068273812173887
A Perfect Flat Of 1000 Sq Ft For Living With Family Is Available For Sale At Janata H...,4,9,3,2,1000,15.687312888712007
"We Are Offering You A 1400 Sq Ft Residential Flat For Sale In Mirpur, Section 2",4,38,3,3,1400,15.76142084987672
"Buy This Nice Flat Of 1250 Sq Ft, Which Is Located At Darussalam, Mirpur",4,19,3,3,1250,15.648092181712572
"Obtain This Well Fitted Flat Of 1250 Sq Ft Which Is Up For Sale In Darussalam, Mirpur",4,19,3,2,1250,15.648092181712572
"Get Comfortable In A 1700 Sq Ft Flat For Sale In Cantonment, Near Dhaka Cant Girls&#0...",9,93,3,4,1700,16.300417291085605
Sophisticated Style! This 1175 Sq.Ft Flat For Sale In Senpara Parbata Is All About It...,4,42,3,2,1175,15.76142084987672
"In The Location Of Badda, An Apartment Is For Sale Near Shadhinota Sharani Jame Masji...",8,55,3,3,1100,15.615568995296266
A 1950 Square Feet Residential Apartment Is For Sale In North Vashantek,9,94,4,5,1950,15.98741744127631
A Dazzling 650 Sq Ft Residential Property Is Up For Sale Located At Mirpur 11,4,22,2,2,650,14.739769856312924
A Finely Built 800 Sq Ft Flat Is Up For sale In North Pirerbag,4,45,3,2,800,15.483217567201578
A 1112 Square Feet Residential Apartment For Sale Beside To Pallabi Mazedul Islam Mod...,4,10,3,2,1112,15.830413711839864
Let Us Help You To Buy This 1125 Sq Ft Apartment Which Is Now Available In Mirpur DOH...,4,5,3,3,1125,16.066802461833923
This 2150 Sq.Ft Spacious Apartment Which Is Up For Sale At Dhanmondi Near By National...,11,95,3,3,2150,16.97251102166758
Offering You A 1300 Sq Ft Flat For Sale In Middle Paikpara Near Paikpara Central Jame...,4,29,3,3,1300,15.687312888712007
Offering you 1300 SQ FT flat for sale in Mirpur near to Paikpara Jame Masjid,4,29,3,3,1300,15.687312888712007
A 1180 Square Ft Residential Apartment For Sale At Borobag -Mirpur 2.,4,38,3,3,1180,15.685773242763466
"A Finely Built 1090 Sq Ft Flat Is Up For Sale In Ali And Nur Real Estate, Mohammadpur",7,53,3,3,1090,15.693447876338569
Visit This Apartment For Sale In Middle Monipur Near Iqra International School,4,30,3,2,1100,15.414898336565054
"Choose Your Destination, 1000 Sq Ft Flat Which Is Available For Sale In Badda",8,55,3,2,1000,15.732433317205148
Dwell In This 1450 Square Feet Apartment For Sale In Mohammadpur,7,96,3,3,1450,16.384298768361326
"1637 Sq Ft Spacious Apartment Is Ready For Sale In Senpara Parbata, Mirpur",4,42,3,4,1637,16.300417291085605
This Very New Nice Flat Of 2200 Sq Ft Is Up For Sale In Mirpur Dohs,4,5,4,4,2200,16.801192546169812
In Mirpur DOHS A Standard 1195 Sq.Ft Flat Is For Sale.,4,5,3,3,1195,15.955576839107596
"See This 1465 Sq Ft Apartment For Sale Is All Set For You In S P Road, Paikpara",4,84,3,3,1465,15.894952224644102
Reside Conveniently In This Well Constructed 922 Sq Ft Flat For Sale In North Azampur,0,97,2,2,922,15.424948670398354
"A Strongly Structured Apartment Of 1410 Sq Ft Is Available For Sale In Block C, Bashu...",2,39,3,3,1410,16.410392135615567
Covering 975 Sq Ft Space A Flat Is Up For Sale In Bochila,7,70,3,2,975,15.201805169084134
"Look At This Nice 2225 Sq Ft Flat Is Up For Sale At Block I, Bashundhara R/A",2,68,4,4,2225,16.97251102166758
"Buy This Amazing 2200 Sq Ft Apartment In Mirpur Dohs, Avenue 2",4,5,3,4,2200,16.906553056777135
Let Us Assist You To Buy This 1300 Sq Ft Flat For The Relaxing Life You Desire To Hav...,4,80,3,3,1300,15.687312888712007
"Start a new home, in this 1050 SQ FT apartment for sale in Dakkhin Paikpara",4,84,3,2,1050,15.319588176962746
A rightly planned 1325 SQ FT flat is found for sale in Mirpur near Islami Bank Hospit...,4,22,3,3,1325,15.687312888712007
"1220 Sq Ft Flat For Sale In Cantonment, Manikdi With A Nice Homely Settlement",9,18,3,3,1220,15.520258832020865
"1400 Sq Ft Apartment For Sale In Ak Fazlul Haque Babu Rd, East Kazipara, Mirpur",4,25,3,3,1400,15.656060350091908
"For Property Hunter, Mirpur Introduce A Homely Apartment For Buy",4,10,2,2,850,15.009433329466965
"A 1220 Sq Ft Flat With A Chilling Atmosphere Is Up For Sale In Cantonment, Manikdi",9,18,3,3,1220,15.520258832020865
Apartment At Mirpur Near Muslim Bazar Mukte Joddha Masjid Complex Is Up For Sale.,4,15,2,2,650,14.731801689838349
Grab This 975 Sq.Ft Apartment Up For Sale At Paikpara Beside Ahmed Nagar Habuler Puku...,4,27,3,3,975,15.319588176962746
An Amazing 1542 Sq.ft -3 Bedroom Apartment Is Up For Sale In Shah Ali Bag .,4,9,3,3,1542,15.955576839107596
"2 Bedrooms Apartment For Sale In Nobodoy Housing Society, Mohammadpur",7,86,2,2,900,15.319588176962746
"Residential Apartment For Sale in Tipu Sultan Road, Middle Pirerbag",4,45,3,2,1000,15.555976908243359
"In East Monipur , 1265 Square Feet Apartment Is For Sale.",4,24,3,3,1265,15.955576839107596
1370 square feet apartment is ready to sale in Shukrabad,11,98,3,3,1370,16.341239282272525
"Picture Yourself, Residing In This Well Constructed And Planned 2045 Sq Ft Apartment ...",3,72,3,3,2045,16.977816073672123
1600 Sq Ft Apartment Witha All Facilities Is Up For Sale In Aftab Nagar,5,6,3,3,1600,16.41820031748273
950 Sq Ft Apartment For Sale In Aftab Nagar,5,11,2,2,950,15.830413711839864
An Apartment Of 1700 Sq Ft Is Ready For Sale At Uttara,3,72,3,3,1700,16.648723960844016
Flat For Sale Covering A Beautiful Area In Bashundhara R-a Nearby Basundhara Resident...,2,68,3,3,1550,16.489659276356317
Beautiful 612 SQ FT flat is available for sale in Mirpur 12,4,15,2,2,612,14.88022163978423
"Ready apartment 650 SQ FT is now for sale in Block C, Mirpur",4,15,2,2,650,15.201805169084134
"1762 Square Feet Apartment Is Ready For Sale At Block E, Banasree",6,6,3,4,1762,16.166885910365842
960 Sq. Ft. Apartment Is For Sale In Dakshin Khan Near Mridha Market,0,99,3,2,960,15.123843647884687
Be Content With Your Amazing Home Taste Through Buying This 1225 Sq Ft Flat In Mirpur...,4,34,3,2,1225,15.522528980143118
"Choose This 1550 Sq Ft Apartment Ready For Sale In Aftab Nagar, Block A",5,43,3,3,1550,16.257857680289998
Your Desired 3-Bedroom Home In Uttar Badda Very Near To Sadhinata Sarani Ideal School...,8,55,3,2,1200,15.615568995296266
Take A Look At This 1050 Square Feet And 3 Bedroom Residential Apartment For Sale At ...,4,24,3,3,1050,15.137266664613225
930 Sq Ft Flat For Sale Near To PC Culture Housing Jame Masjid,7,37,2,2,930,15.319588176962746
We Have A Ready Flat For Sale In Mirpur Nearby Mirpur Adhunik Hospital,4,15,2,2,850,15.157069286680647
Get Comfortable In A Flat For Sale In Paikpara Nearby Paikpara Jame Mosjid,4,84,3,2,1050,15.299385474180372
"Create Your New Home In A Flat For Sale In Mirpur, Near Pallabi Mohila Degree College",4,15,2,2,905,15.219767865007723
"This Flat In Shapla Housing , Agargaon Is Up For Sale With An Area Of 1300 Sq.ft",1,1,3,3,1300,16.092777945538128
"600 Square Feet Apartment Is Available For Sale In Mirpur, West Shewrapara, Pirerbag ...",4,34,2,1,600,14.508658238524095
Wonderful 1100 SQ FT flat is available to Sale in Ahmed Nagar,4,27,3,3,1100,15.424948670398354
Graceful Flat Of 850 Sq Ft Is Prepared For Sale In Pallabi Eastern Housing.,4,10,2,2,850,14.731801689838349
"This 650 Sq Ft Apartment For Sale In Mirpur Section 12, Next To Doctor Muhammad Shahi...",4,15,2,2,650,15.341567078850604
"Convenient Flat Is Up for Sale In Mohammadpur, Near To BRAC Bank Limited | ATM Booth",7,37,2,2,830,15.363073279446223
Grab This Flat Up For Sale In Mirpur Near Academia Mirpur Campus,4,15,3,2,1350,15.717618233614914
"Grab This 1275 Sq Ft Flat Up For Sale In Banasree, Block B",6,2,3,3,1275,16.176364653421913
Check This 1250 Sq Ft Apartment For Sale At Bashundhara Nearby Modinatul Ulum Madrasa...,2,26,3,3,1250,16.166885910365842
"An Adequate Residence Is up For Sale In Section 11, Mirpur With Satisfactory Price",4,22,2,2,750,15.201805169084134
"Ready 875 SQ FT flat is now for sale in Mirpur, Block E",4,9,2,2,875,15.201805169084134
We Have A 1550 Sq.Ft Flat For You In Bashundhara R-A Nearby Playpen School.,2,40,4,3,1550,16.300417291085605
"Start A New Home, In This 1337 Sq Ft Apartment For Sale In East Monipur",4,24,3,3,1337,15.90737474309945
Close To Mirpur 10 Block C Water Tank A 1518 Square Feet Residential Apartment For Sa...,4,42,4,3,1518,16.118095750958314
2230 Sq Ft Ready Flat For Sale In Bashundhara R-a,2,68,4,4,2230,16.588099342704055
A Decent 1125 Sq Ft Flat Which Is Now For Sale In Dakshin Khan,0,13,3,2,1125,15.37890474132103
Nice Flat Of 1150 Sq Ft Can Be Found In Dakshin Khan To Sale,0,13,3,2,1150,15.398604700397561
A 1125 Sq Ft Flat Can Be Found In Dakshin Khan For Sale,0,13,3,2,1125,15.37890474132103
"Apartment For Sale In Mirpur Section 1, Near Landmarklandmark",4,9,4,4,1320,15.607270193858982
"An Apartment Is Up For Sale In Dakshin Khan, Near Bhuiyan Complex",0,92,3,3,1329,15.70937540061856
"Built With Modern Amenities, Check This 1300 Sq.Ft Flat For Sale In The Location Of W...",9,18,3,3,1300,15.424948670398354
We Have A 1200 Sq.Ft -3 Bedroom Flat For Sale In Uttar Badda Nearby AMZ Hospital Ltd.,8,55,3,3,1200,15.615568995296266
"Start a new home, in this 2150 SQ FT apartment for sale in Bashundhara R-A",2,39,3,3,2150,16.733281344102608
"Looking for a nice home to sale in Mirpur, check this one which is 1050 SQ FT",4,10,3,2,1050,15.607270193858982
"Select This 1250 Square Feet Apartment Up For Sale In Mohammadpur, Shekhertek",7,74,3,2,1250,15.830413711839864
For Selling Purposes 2255 Square Feet Flat With 3 Balconies Is Available In Uttara-1,3,100,3,4,2255,16.906553056777135
