title,city_location,block_sector,bedroom,bathroom,sqrtFeet,price
Apartment Of 1180 Sq Ft Is For Sale In Bashundhara R-a Near Nsu,2,68,3,3,1180,15.830413711839864
Flat For Sale In Mohammadpur Near Mohammadpur Girls&#039; High School,7,87,2,2,956,15.573368647930426
1400 Sq.ft Flat For Sale In Wast Shewrapara,4,34,3,3,1400,15.943742382861155
1000 Square Feet Apartment For Sale In Dhanmondi Near Jafrabad Adarsa Government Prim...,11,51,2,2,1000,15.830413711839864
1680 Sq Ft Flat For Sale In Aftab Nagar,5,11,4,3,1680,16.410765339548004
"Look At This Nice 810 Sq Ft Flat Is Up For Sale At Borobag, Mirpur 2",4,38,2,2,810,15.319588176962746
This Very New Nice Flat Of 925 Sq Ft Is Up For Sale In West Monipur,4,62,3,2,925,15.306165159633608
"Buy This Nice Flat Of 900 Sq Ft, Which Is Located At West Monipur Near Jame Mosjid",4,62,3,2,900,15.278766191701747
"900 Square Feet Apartment Is For Sale At Kamal Sharani, West Monipur",4,62,3,2,900,15.278766191701747
A Convenient 1175 Sq Ft Residential Apartment Is Prepared For Sale At South Pirerbag,4,45,3,2,1175,15.656060350091908
Well Developed Flat Is Up For Sale In Bashundhara R-A Nearby Playpan School.,2,68,3,3,1400,16.341239282272525
An Apartment Of 3195 Sq Ft Which Is Up For Sale At Bashundhara R-A Near To Baitun Naz...,2,39,4,5,3195,17.344807971579257
Modest 1820 Sq Ft Apartment For Sale In Bashundhara R-a,2,43,3,3,1820,16.705882371415992
Flat For Sale In Mirpur Section 6 Near Mosque,4,8,2,2,650,14.946912992035967
Offering You A Nice Flat For Sale In Mirpur Dohs Near Mirpur Dohs Central Jame Mosjid,4,5,2,2,1000,15.856731016694035
Your Desirable Cozy Flat of 1425 sq ft Is Ready For Sale In West Shewrapara Near Nort...,4,34,3,3,1425,15.959978899991484
"1425 Sq Ft Flat For Sale In West Shewrapara, Mirpur",4,34,3,3,1425,15.959978899991484
In Adabor Apartment Can Be Found For Sale Near Crest International School &amp;amp; C...,10,32,3,2,1175,15.687312888712007
1300 Sq Ft Apartment For Sale In Adabor Nearby Vard Eye Vision Hospital,10,32,3,3,1300,15.918424577929366
We Have A 1200 Sq.Ft Flat For Sale In Bosila Nearby Alhaj Mockbul Hossain University ...,7,101,3,3,1200,15.830413711839864
A 815 Sq. Ft Residential Apartment Is Vacant For Sale In Agargaon Near To Global Scho...,1,1,2,2,815,15.250595321348806
"Make this flat your next residing location, which is up for Sale in Dakshin Khan Near...",0,102,3,2,1250,15.319588176962746
A Fine Flat Is Now For Sale Which Is In Mirpur Near Popular Diagnostic Center Limited,4,8,3,4,1460,16.213405921671733
A Vacant Flat Of 800 Sq Ft Located In Paikpara Close To Delta Hospital Is Up For Sale...,4,27,2,2,800,15.201805169084134
1375 Sq. Ft. flat is now up for sale located in Mirpur DOHS,4,5,3,3,1375,16.300417291085605
"An Apartment Is Ready For Sale At Pallabi , Near Baitur Rahmat Jame Masjid.",4,10,2,2,1200,15.76142084987672
"Let Us Assist You To Buy This 1150 Sq Ft Apartment Mirpur, Kallyanpur",4,33,3,3,1150,15.607270193858982
Buy This 1120 Sq Ft Apartment In The Flourishing Settlement Of Kallyanpur,4,33,3,3,1120,15.607270193858982
Let Us Help You To Buy This 1240 Sq Ft Flat Which Is Now Available In Aftab Nagar,5,39,3,3,1240,16.012735246411598
Get A Look At This Lovely Flat For Sale Featuring 2700 Sq Ft In Bashundhara R/A,2,23,4,4,2700,17.11134746100564
Buy This 1634 Sq Ft Residential Flat In The Great Location Of Mirpur-1,4,9,3,3,1634,16.097893045681612
"1800 Square Feet Flat Is Available For Sale In Bashundhara R-a, Block J",2,49,3,3,1800,16.588099342704055
Uncover Your Place In A 1200 Sq Ft Structurally Well Built House For Sale In Mirpur D...,4,5,3,2,1200,16.257857680289998
"At North Pirerbag , A 1250 Sq Ft Well Fitted Residential Property Is For Sale Close T...",4,45,3,3,1250,15.687312888712007
We Are Offering You This 785 Sq Ft Ready Flat For Sale In Uttara-4,3,17,2,2,785,15.925723879522977
"Grab This Nice 2000 Sq Ft House In Bashundhara R-A, To Fulfill Your Demand",2,44,3,3,2000,16.648723960844016
Create your home in a 800 SQ FT apartment for sale in Rupnagar R/A,4,35,2,2,800,15.483217567201578
"Your Desirable 1480 Sq Ft Cozy Flat Is Ready For Sale In Mirpur 2, Near Islami Bank I...",4,38,3,3,1480,16.118095750958314
Newly Made 1930 Square Feet Apartment For Sale In Bashundhara,2,39,3,3,1930,16.648723960844016
"Mirpur, Pallabi Is Giving You A 1460 Square Feet Apartment For Sale",4,10,3,3,1460,16.012735246411598
A Nice And Medium-Sized 1554 Sq Ft Brand New Residential Apartment Is Available For S...,4,10,3,3,1554,16.257857680289998
2142 Sq Ft Properly Constructed Apartment For Sale In Bashundhara R-a,2,44,3,3,2142,16.835935492889124
A worthwhile 1425 SQ FT residential flat is ready for sale at Mirpur 6,4,8,3,3,1425,15.955576839107596
"Buy This 2390 Sq Ft Ready Flat In Uttara, Setion-3",3,88,4,4,2390,17.32705602664604
1600 Sq Ft Residential Flat For Sale In Uttara-12,3,4,3,3,1600,16.15731646026544
"Buy This 840 Sq Ft Apartment In Adabor, Baitul Aman Housing Society",10,32,2,2,840,15.38412668421143
"2250 Sq Ft Nicely Planned Apartment Is Available For Sale In Block E, Banasree",6,6,4,4,2250,16.88356353960952
Apartment For Sale In Dakshin Khan Near Dakshin Khan Ideal Girls High School,0,103,2,2,950,15.424948670398354
A 1290 Square Feet Apartment For Sale At Bochila,7,70,3,3,1290,15.687312888712007
"Available In Mollika R/A , A 1180 Sq.Ft Apartment For Sale.",4,104,3,3,1180,15.76142084987672
"1400 Sq Ft Flat With 3 Bedrooms Is Up For Sale In Mohammadpur, Mohammadia Housing Soc...",7,105,3,3,1400,16.257857680289998
"In The Location Of Mirpur, Close To Baitun Nur Jame Masjid A Flat Is Up For Sale",4,10,3,3,1350,15.687312888712007
1250 Sq Ft Apartment Is Up For Sale In Mirpur-6,4,8,3,3,1250,15.955576839107596
Grab The Scope To Buy This 2200 Sq Ft Apartment In Mirpur DOHS,4,5,3,3,2200,16.733281344102608
"Dwell In This 1300 Sq Ft Residential Flat For Sale In Cantonment, Manikdi",9,18,3,3,1300,15.816990693309524
Visit This Apartment For Sale In Mirpur Near Baitun Nur Jame Masjid,4,10,3,3,1350,15.687312888712007
We Are Offering You This 1750 Sq Ft Ready Flat For Sale In Uttara-11,3,7,3,3,1750,16.300417291085605
Reasonable 1605 Sq Ft Flat Is Available For Sale In Mirpur 2,4,38,3,3,1605,16.41820031748273
1160 Square Feet Flat For Sale Near To Shah Ali Bag Jame Moshjid .,4,9,3,3,1160,15.744129355258353
"Buy This 1000 Sq Ft Residential Flat In Mirpur, Paikpara",4,27,3,2,1000,15.607270193858982
"Buy This 1150 Sq Ft Residential Flat In A Fascinating Place Of Cantonment, Manikdi",9,18,3,3,1150,15.717618233614914
Well-developed 1650 SQ FT Residence up for sale in Darussalam,4,19,4,4,1650,16.341239282272525
"1722 Sq Ft Flat Is Being Constructed For Sale In Banasree, Block G",6,61,4,4,1722,16.454567959008102
Flat For Sale In Uttara Near Gausul Azam Jame Masjid,3,4,3,3,1375,15.943742382861155
1450 Sq Ft Ready Flat For sale In Bashundhara R/a Nearby Dhaka Bank Limited | Atm Boo...,2,26,3,3,1450,16.300417291085605
"Get Ready For Your Countless Peaceful Days With This 1115 Sq Ft Flat At Mazar Road, M...",4,106,3,3,1115,15.717618233614914
1180 Sq Ft Flat Is Up For Sale In West Shewrapara,4,34,3,2,1180,15.702580358511794
"Get A Look At This Lovely Flat For Sale Featuring 1600 Sq Ft In Block A, Chandrima Mo...",7,107,4,4,1600,15.830413711839864
This 1518 Sq.Ft Apartment Up For Sale At Uttara 11 Very Near To Uttara West Police St...,3,7,3,3,1518,16.333207111220425
"1250 Sq Ft Residential Flat For Sale In Mirpur, West Monipur",4,62,3,3,1250,15.894952224644102
Grab This Brand New Flat Up For Sale In Mirpur Near Orchid International School,4,38,3,3,1290,15.856731016694035
Reasonably Priced A 1290 Sq Ft Flat Is Available For Sale In West Shewrapara,4,34,3,3,1290,15.868993188761369
A Brand New Apartment for Sale in Mirpur near Baitul Mamur Jame Masjid,4,15,3,3,1450,15.894952224644102
1314 Sq Ft Apartment Is Ready For Sale At Uttar Badda,8,55,3,3,1314,15.86963441986494
Ready Apartment Of 1920 Sq Ft Is Now Available To Sale In Mohammadpur,7,107,3,3,1920,16.166885910365842
"Check This Apartment Of 1250 Sq Ft Is Available for Sale in Rupnagar R/A, Mirpur",4,35,3,3,1250,15.830413711839864
Visit This Apartment For Sale In Mirpur Near Popular Diagnostic Center Limited.,4,8,3,3,1550,16.066802461833923
This beautiful 1800 sq ft flat located in Uttara is now available | For sale,3,58,3,3,1800,16.705882371415992
"Reside In This 1530 Sq Ft Residential Flat For Sale In Mirpur, Paikpara",4,84,4,3,1530,16.257857680289998
A well-defined residential apartment of 2600 SQ FT is available for sale in Abdullahb...,8,55,4,5,2600,16.41820031748273
We Are Presenting To You This 1450 Sq Ft Full Furnished Flat For Selling Purpose In P...,4,10,2,3,1450,16.489659276356317
Cozy Flat Is Available For Sale In Mirpur Near To Mirpur Adhunik Hospital,4,15,3,3,1400,15.830413711839864
1150 Sq Ft Apartment With 3 Bedrooms Is Ready For Sale In Mirpur-11,4,22,3,3,1150,15.76142084987672
"1250 Sq Ft Residential Flat For Sale In West Monipur, Mirpur",4,62,3,3,1250,15.894952224644102
Well Planned 1150 Sq Ft Residential Flat For Sale In Mirpur,4,62,3,3,1150,15.919644834185693
Apartment for sale is all set for you to settle in Mirpur close to Mirpur 10 No Marke...,4,42,3,2,1180,15.687312888712007
1700 Sq.Ft. Apartment For Sale In Dakshin Khan Close To Nogoriabari Mohammadia Jame M...,0,0,3,3,1700,15.687312888712007
A Nicely Planned Flat Is Up For Sale In Mirpur Nearby Dhaka Model Degree College,4,63,3,4,1553,16.213405921671733
Worthy 1585 SQ FT residence is for sale at Aftab Nagar,5,39,3,5,1585,16.454567959008102
"Buy This 1505 Sq Ft Flat In Middle Badda, Adarsha Nagar",8,54,3,3,1505,16.257857680289998
"Buy This 1439 Sq Ft Apartment In Bashundhara R-a, Block B",2,2,3,3,1439,16.380459992348886
"930 Sq Ft Flat With 3 Bedrooms For Sale In Mirpur, Ahmed Nagar",4,27,3,3,930,15.573368647930426
A 950 Sq Ft Residential Flat Is For Sale In Mirpur -Kachukhet Road .,4,108,3,2,950,15.46416937585933
Find 1020 SQ FT flat available for sale in Pirerbag,4,45,3,2,1020,15.607270193858982
Fill Up Your Days With Enjoyment By Buying This Peaceful Flat Of 950 Sq Ft In Mirpur,4,60,2,2,950,15.268294894271099
Grab This 1800 Sq.Ft Apartment Up For Sale At Bashundhara R-A Beside Viquarunnisa Noo...,2,11,3,3,1800,16.588099342704055
For Selling Purpose This 1055 Sq.Ft Flat Is Now Vacant In Army Housing Society Road-M...,0,99,3,2,1055,15.483217567201578
935 Sq Ft Flat Ready For Sale In South Pirerbag,4,45,3,2,935,15.704094363113787
Beside To Shah Shaheb Nagar Jame Mosque 1000 Square Feet Flat For Sale At Paikpara,4,29,3,2,1000,15.150511887854474
"Situated In Dakshin Khan, 800 Sq Ft An Apartment Is Up For Sale Close To Haji Billet ...",0,109,2,2,800,15.201805169084134
"1616 Sq Ft Flat For Sale In Ecb Main Road, Manikdi",9,18,3,3,1616,15.799542052353194
A Dazzling 1000 Sq Ft Residential Property Is Up For Sale Located At Ashkona,0,3,3,2,1000,15.76142084987672
Visit This Apartment For Sale In Faydabad Near Hazrat Belal (Rah) Jame Masjid.,0,13,4,3,1160,15.298931856675116
1700 Square Feet Apartment Is For Sale In Bashundhara R-a Near Madinatul Ulum Madrasa...,2,49,3,4,1700,16.52356082573315
3 Bedroom And 4 Bathroom Apartment Is For Sale In Bashundhara R-A Near IUB.,2,6,3,4,1851,16.446139684131033
"We Have This 820 Sq Ft Apartment Ready For Sale At Mirpur, Near Life Aid Specialized ...",4,24,3,2,820,15.123843647884687
"You Can Find A Wonderful 1500 Sq Ft Flat For Sale In Bashundhara R-a, Block G",2,61,3,4,1500,16.316946591670696
"1550 Sq Ft Nice Flat For Sale In Aftab Nagar, Block C",5,39,3,4,1550,16.52356082573315
Modest 1500 Sq Ft Apartment For Sale In Mirpur-1,4,9,3,3,1500,16.341239282272525
Favorable 1400 Sq Ft Flat For Sale In Banasree,6,61,4,3,1400,16.166885910365842
1250 Sq Feet Residential Apartment For Sale In West Mollartek,0,110,3,3,1250,15.894952224644102
"At Aftab Nagar, A 1550 Sq Ft Well Fitted Residential Property Is On Sale",5,26,3,3,1550,16.380459992348886
"Buy This 1760 Sq Ft Apartment In Bashundhara R-a, Block L",2,40,3,3,1760,16.732199678290364
"Ready Flat Is Now For Sale In Banasree, Nearby Holy Crescent International School &am...",6,23,3,2,1025,15.830413711839864
Suitable 1000 Sq Ft Residential Flat For Sale In Mirpur,4,9,3,2,1000,15.687312888712007
"At Mirpur, A 700 Sq Ft Residential Property Is On Sale",4,9,3,1,700,14.508658238524095
"1250 Square Feet Residential Flat For Sale In Dakshin Khan, Faydabad",0,13,3,3,1250,15.76142084987672
Reside In This 1250 Sq Ft Apartment Ready For Sale In North Adabor,10,75,3,3,1250,15.76142084987672
"Find 1750 Sq Ft Flat Available For Sale In Mirpur, Middle Monipur",4,30,3,3,1750,15.955576839107596
Completely suitable and ready flat of 1050 SQ FT for Sale in Kallyanpur,4,33,3,3,1050,15.919644834185693
See This Apartment Is Up For sale At Bashundhara R-A Near Sunflower School And Colleg...,2,39,4,5,2950,17.281246492014
A 625 Sq Ft Very Reasonable Flat Is Available For Sale At Rupnagar R/a,4,35,2,2,625,15.039286283703994
Nearly Finished 1600 Square Feet Apartment For Sale In Uttara,3,16,3,3,1600,16.588099342704055
1600 Square Feet 3 Beds Family Apartment For Sale In Uttara,3,16,3,3,1600,16.588099342704055
Well Defined Flat Of 1400 Sq Ft In Mansurabad Housing Society Is Available For Sale,10,111,3,3,1400,16.066802461833923
"1300 Sq Ft Flat Is Up For Sale In Aftab Nagar, Block E",5,6,3,3,1300,16.118095750958314
1400 Sq Ft Nice Apartment For Sale In Adabor,10,111,3,3,1400,16.066802461833923
1150 SQ FT flat is now for sale which is in Jamtola,4,60,3,2,1150,15.76142084987672
Worthy 250 SQ FT residence is for sale at Bashundhara R-A,2,39,1,1,250,15.039286283703994
"1320 Sq.ft Apartment For Sale At Moushair Army Housing Society, Dakshin Khan .",0,99,3,2,1320,15.623799493077952
"At Shyamoli Housing, Shekhertek This 1700 Square Feet Residential Apartment For Sale",7,74,4,4,1700,16.10298211467111
View This 950 Sq Ft Ready Flat For Sale In South Banasree,6,21,2,2,950,15.46416937585933
2380 Sq Ft Apartment For sale At Bashundhara R-A Nearby Playpen School Junior Section,2,26,3,4,2380,16.88356353960952
625 Sq Ft Residential Apartment For Sale In Mirpur,4,25,2,2,625,14.731801689838349
"1275 Sq Ft Flat Is Up For Sale In Mohammadpur, Bochila",7,70,3,3,1275,15.76142084987672
A Modern Apartment In Agargaon Near Janata Housing Jame Masjid Is Up For Sale,1,1,3,3,1384,16.012735246411598
Properly Built Flat Is Up For Sale In Mirpur Section 10 Nearby Mercantile Bank Limite...,4,42,3,2,1245,15.732433317205148
800 Sq.ft Apartment Is Available For Sale In South Chalabon Near Chalaban Water Pump ...,0,0,2,2,800,15.150511887854474
An Apartment For Sale Is All Set For You To Settle In Mohammadpur Close To Dhaka Udya...,7,112,3,3,1100,15.363073279446223
Residential Apartment Is For Sale In Mirpur Nearby Baitul Jannah Jame Masjid And Madr...,4,8,3,3,1050,15.363073279446223
"950 Sq Ft Apartment For Sale In Dakshin Khan, Near Islami Bank Bd Ltd.",0,99,3,2,950,15.201805169084134
Your Desirable Cozy Flat Of 1250 Sq Ft Is Ready For Sale In Aftab Nagar,5,39,3,3,1250,15.843658936835498
"Buy This 2300 Sq Ft Apartment In Banasree, Block J",6,49,4,4,2300,16.906553056777135
"1175 Sq Ft Flat Is Now Up For Sale Which Is In Mirpur, Dakkhin Paikpara",4,80,3,3,1175,15.919644834185693
Buy This 1537 Square Feet Flat Available In Bashundhara R-a,2,44,3,3,1537,16.489659276356317
Grab This 2250 Square Ft. Apartment Up For Sale At Bashundhara R-A- Block I.,2,68,4,4,2250,16.897420573630875
950 Square Feet Apartment For Sale In Mirpur,4,22,2,2,950,15.274125813221904
"800 Square Feet Apartment Is Up For Sale In Section 11, Mirpur",4,22,2,2,800,15.250595321348806
"Buy This 1070 Sq Ft Flat In Uttara, Sector 10",3,31,2,2,1070,16.080393887616463
Visit This Flat For Sale In Mirpur Nearby Shaheed Abu Taleb High School,4,42,2,2,750,15.250595321348806
Nice 1240 Sq Ft Flat Is Available For Sale In Dakkhin Paikpara,4,80,3,3,1240,15.978833698567334
"Near Shewrapara Jame Masjid, A Blissful Flat Is Available For Sale In West Shewrapara",4,34,3,3,1180,15.687312888712007
"Live Permanently In A 1550 Sq Ft Property, Which Is Up For Sale Located At Uttar Badd...",8,55,3,3,1550,16.489659276356317
Grab A 730 Sq Ft Flat Up For Sale At Mirpur -6,4,8,3,2,730,15.424948670398354
"A modern 1,020 Sft Ready Flat For Sale In Uttara-12",3,4,2,2,1020,15.520258832020865
"Acquire This 2025 Sq Ft With 3 Bedrooms Flat Which Is Up For Sale In Bashundhara R-A,...",2,39,3,3,2025,16.951004817371683
A 1650 Square Ft Residential Apartment Is For Sale At Bashundhara - Block K Close To ...,2,44,3,3,1650,16.41820031748273
"An Apartment Is Ready For Sale At Uttara -9, Near Uttara Ideal College",3,113,3,2,986,15.64006001130563
1400 Sq Ft Flat Is Available For Sale In Mirpur 12 Nearby City Bank,4,15,3,3,1400,15.86963441986494
An Apartment Is Up For Sale At Aftab Nagar Near Dhaka Imperial College.,5,26,3,3,1350,16.066802461833923
A Flat With All Facilities Is Up For Sale At West Shewrapara Near Baitul Arafa Masjid,4,34,3,2,1220,15.424948670398354
An Apartment Of 1550 Sq.ft Is For Sale In The Location Of Bashundhara R-a Near The Ag...,2,61,3,3,1550,16.341239282272525
An Adequate 3 Bedroom Apartment Is For Sale In The Location Of Bashundhara R-a Near T...,2,61,3,3,1550,16.341239282272525
A Nicely Constructed Apartment Of 1200 Sq Ft Is Available Right Now For Sale In Secti...,4,9,3,3,1200,15.978833698567334
"Lovely Apartment Of 1200 Sq Ft Is Up For Sale In Section 1, Mirpur",4,9,3,3,1200,15.978833698567334
Uncover Your Place In A 700 Sq Ft Structurally Well Built House For Sale In Pc Cultur...,7,37,2,2,700,15.363073279446223
A 1080 Square Feet Residential Apartment For Sale At Mohammadpur Next To Darul Jannat...,7,70,3,3,1080,15.531108846082864
There Is 3 Bedroom Apartment Up For Sale In The Location Of Dhanmondi Near Sunnydale.,11,114,3,4,2787,17.182806422433504
Noticeable 1500 Square Feet Apartment For Sale In Uttara,3,72,3,3,1500,16.588099342704055
"Well Planned 1320 Sq Ft Residential Apartment For Sale In Mirpur, Pallabi",4,10,3,3,1320,16.04552506565036
1325 Sq Ft Residential Apartment For Sale In Uttar Badda,8,55,3,3,1325,15.894952224644102
"2400 Sq Ft Spacious Flat For Sale In Banasree, Block F",6,11,4,4,2400,16.85046359274847
1350 Sq Ft Residential Flat For Sale In Mirpur,4,10,3,3,1350,16.066802461833923
Covering 1204 Sq Ft Space A Nice Flat Is Ready To Sale In Mirpur,4,27,3,3,1204,15.830413711839864
This 860 Sq Ft Apartment Has A Tempting Enough Environment For You To Buy In Mirpur,4,35,2,2,860,15.319588176962746
A 3 Bedrooms Residence For Sale In Eastern Housing - Pallabi.,4,10,3,2,1050,15.424948670398354
Grab This 1125 Sq Ft Flat Up For Sale In Dakshin Khan,0,13,3,2,1125,15.37890474132103
"Apartment For Sale In Mirpur-10, Senpara Parbata",4,42,3,2,1140,15.623799493077952
1470 Sq Ft Flat Is For Sale In Mansurabad Housing Society Nearby Baitur Rahman Jame M...,10,111,3,3,1470,15.76142084987672
Reasonable 1654 Sq Ft Apartment For Sale In Uttara 18,3,36,3,4,1654,16.341239282272525
Valuable 2400 Sq Ft Flat For Sale In Badda,8,115,3,3,2400,16.951004817371683
Conventional 900 Sq Ft Flat For Sale In Badda,8,54,2,2,900,15.607270193858982
Nice 850 Sq Ft Flat Is Available For Sale In East Kazipara,4,25,2,2,850,15.424948670398354
Worthy 900 SQ FT residence is for sale at North Pirerbag,4,45,3,2,900,15.424948670398354
"This 1008 Sq.Ft Convenient Flat Is For Sale In Shadheenata Sharani, Mirpur 10.",4,42,3,3,1008,15.392094852207169
This 1015 Sq.ft Home In Rajanigandha Residential Area Is Up For Sale In A Wonderful N...,4,63,2,2,1015,15.607270193858982
650 Sq Ft Apartment For Sale,4,8,2,2,650,15.068273812173887
A Beautiful Apartment For Sale Is All Set For You In Mirpur Nearby Senpara Jame Masji...,4,42,3,3,1465,15.990262393084793
"1220 Sq Ft Flat For Sale In Banasree, Block G",6,61,3,2,1220,15.894952224644102
We are offering you a very spacious 1090 SQ FT flat for Sale in Mirpur near to Holy C...,4,34,3,2,1090,15.520258832020865
"Pursue This 3100 Square Feet Apartment For Sale In Bashundhara R-a, Block G",2,61,4,5,3100,17.312018149733785
"Buy This Great 1350 Sq Ft Apartment In Bashundhara R-a, Block C",2,39,3,3,1350,16.266515742283485
"1250 Sq Ft Flat For Sale In Aftab Nagar, Block E",5,6,3,3,1250,16.066802461833923
In Bashundhara R/a 1650 Sq Ft Flat Is Available For Sale,2,26,3,3,1650,16.52356082573315
"Buy This 2119 Sq Ft Apartment In Bashundhara R-a, Block B",2,2,3,3,2119,16.759949589762293
"At Bashundhara, A 2090 Sq Ft Well Fitted Residential Property Is On Sale",2,61,3,4,2090,16.904049926672936
2090 sq ft Residential Apartment Is On Sale In Bashundhara,2,61,3,4,2090,16.904049926672936
Modest 1750 Sq Ft Residential Apartment For Sale In Dhanmondi,11,116,3,2,1750,16.860033043306743
"1280 Sq Ft Residential Apartment For Sale In Shah Ali Bag, Mirpur",4,117,3,3,1280,15.85413023533218
1120 Square Feet Flat For Sale Is Positioned In A Desirable Place Like Dakshin Khan,0,118,3,2,1120,15.76142084987672
2300 Square Feet Rasedantial Flat For Sale In Uttara-3,3,88,4,4,2300,17.281246492014
"Looking For A Perfect Family Home To Sale In Uttar Badda, Check This 1410 Sq Ft Well ...",8,55,3,3,1410,15.955576839107596
Pleasant 1920 Sq Ft Residential Flat For Sale In Mirpur,4,10,4,4,1920,16.677711496036597
1515 Square Feet Flat Is For Sale In Dhanmondi,11,119,3,3,1515,16.806230339945976
Buy This 1375 Sq Ft Apartment In Mirpur-6,4,8,3,3,1375,16.308716093211594
In Agargaon 1150 SQ FT flat is available for sale which is now close to Momtaz Mansio...,1,77,3,2,1150,15.660020750680612
Economical 1400 Sq Ft Residential Apartment For Sale In Mirpur,4,15,4,3,1400,16.02378508137718
900 Sq Ft Apartment With 3 Bedrooms Is Up For Sale In Mirpur-12,4,15,3,2,900,15.581952390148196
"Well Designed 1400 Sq Ft Apartment Is Ready For Sale In Mirpur, Ahmed Nagar",4,27,3,3,1400,15.943742382861155
1500 Sq Ft Residential Apartment For Sale In Mirpur,4,33,3,3,1500,16.118095750958314
"A Comfortable 1680 Sq Ft Flat Is Here For Sale In Block I, Bashundhara R-A",2,68,3,3,1680,16.52356082573315
"1200 Sq Ft Residential Flat With 3 Balconies For Sale In Mirpur, Pirerbag",4,45,3,3,1200,15.687312888712007
"1350 Square Feet Flat For Sale Is Positioned In A Desirable Place Like Sector 10, Utt...",3,31,3,3,1350,16.380459992348886
"925 Sq Ft Apartment For Sale In Uttara, Sector 12",3,4,2,2,925,15.607270193858982
Well Planned 1348 Sq Ft Flat For Sale In Aftab Nagar,5,23,3,3,1348,16.231424425551033
Ready To Move in Dakshin Khan | 1475 SFT 3 bedroom Apt. | Well Maintained,0,92,3,3,1475,15.995928129978456
There Is 3 Bedroom Apartment Up For Sale In The Location Of Adabor Near Baitul Aman H...,10,32,3,2,900,15.201805169084134
"1600 Square Feet Flat For Sale In Aftab Nagar, Block D",5,26,3,3,1600,16.36495580701484
"Buy This 1100 Sq Ft Flat In Cantonment, Matikata",9,90,3,2,1100,15.607270193858982
"Get This Well Defined 1607 Sq Ft Flat For Sale In Block G, Aftab Nagar",5,61,3,3,1607,16.395727463314174
"1570 Sq Ft Convenient Apartment Is Here Ready For Sale In Shah Ali Bag, Mirpur",4,9,4,4,1570,16.341239282272525
"1050 Sq Ft Residential Flat For Sale In Mirpur, Ahmed Nagar",4,27,3,2,1050,15.520258832020865
Very Well Designed 1100 Sq Ft Residential Flat Is Unoccupied For Sale At North Pirerb...,4,45,3,2,1100,15.687312888712007
1400 Sq Ft Residential Apartment For Sale In Mirpur,4,27,3,3,1400,15.943742382861155
1240 Square Feet Flat For Sale In The Location Of Shah Ali Bag,4,9,3,3,1240,15.806121022549506
"This 1550 Sq Ft Flat Is Up For Sale Within Your Affordability, Is Located At South Pi...",4,45,3,3,1550,16.125567765052597
1485 Sq ft Apartment with 3 bedrooms For Sale in Mohammadpur,7,73,3,3,1485,16.395727463314174
"A 1,365 Sq Ft Flat Is Up For Sale In A Well Secured Location Of Uttar Badda",8,55,3,3,1365,15.960271682860764
