title,city_location,block_sector,bedroom,bathroom,sqrtFeet,price
Favorable 1128 SFT 3 Bedroom Flat For Sale In Badda,8,55,3,3,1128,15.778137485541167
"Choose This 1450 Sq Ft Flat To Buy In Banasree, Block H",6,23,3,3,1450,16.257857680289998
"930 Sq Ft Residential Apartment For Sale In Dhanmondi, Sher-e-bangla Road",11,120,3,2,930,15.64006001130563
"Get A Look At This Lovely Flat For Sale Featuring 2500 Sq Ft In Block K, Bashundhara ...",2,44,4,4,2500,16.929025911619092
1400 Sq Ft Residential Apartment For Sale At Pallabi,4,10,3,3,1400,15.86963441986494
Buy This 1225 Square Feet Flat Available In Bashundhara R-a,2,121,3,3,1225,16.213405921671733
"Looking For A Perfect Family Home To Buy In Banasree, Check This 1450 Sq Ft Well Feat...",6,61,3,4,1450,16.47472066365051
Buy This 1250 Square Feet Apartment In Baitul Aman Housing Society,10,32,3,3,1250,16.52356082573315
"Look At This Nice 980 Sq Ft Flat Is Up For Sale At Section 10, Mirpur",4,42,2,2,980,15.520258832020865
"1873 Square Feet Flat Is For Sale In Mohammadpur, Mirpur Road",7,122,3,3,1873,17.05418904934434
A Unique Flat Of 1350 Sq Ft Is Getting Ready To Be Sold In East Kazipara,4,25,3,3,1350,15.698785288119346
A Well-featured 1095 Sq Ft Residence Is Ready For Sale At Ashkona,0,3,3,2,1095,15.830413711839864
Have A Look At This 1900 Sq Ft Property Which Is Up For Sale Located At Bashundhara R...,2,26,4,4,1900,16.759949589762293
We Have A Ready Flat For Sale In Shahjadpur Nearby Shahjadpur Model Government Primar...,8,50,3,3,1475,16.559571260898196
A Nice Residential Flat For Sale Can Be Found In Mohammadpur Nearby Mac Master Englis...,7,37,2,2,900,15.414898336565054
1750 Sq Ft Residential Flat For Sale In Mirpur,4,62,3,3,1750,16.454567959008102
"1850 Sq Ft Residential Flat For Sale In Mirpur, West Monipur",4,62,3,4,1850,16.454567959008102
1550 Sq Ft Apartment For Sale In Bashundhara,2,40,3,3,1550,16.393831728293026
Well Planned 630 Sq Ft Residential Flat For Sale In Mirpur,4,35,2,2,630,15.068273812173887
"1250 Sq Ft Flat Is Being Constructed For Sale In Badda, Merul Badda",8,47,3,3,1250,15.830413711839864
Suitable 1250 Sq Ft Residential Flat For Sale In Rupnagar R/A,4,35,3,3,1250,15.830413711839864
We Are Offering A Reasonably Priced Flat For Sale Which Is Featuring 1392 Sq Ft Space...,4,45,3,3,1392,16.01805440729975
"We Bring You A Beautiful And Distinct Flat Of 1550 Sq Ft For Sale In Pabna Goli, Mirp...",4,45,3,3,1550,16.118095750958314
1537 Square Feet Flat With 3 Bedrooms Is Available For Sale In Bashundhara R/a,2,44,3,3,1537,16.489659276356317
Reside In This 1600 Sq Ft Ready Flat For Sale In Uttara-13,3,58,2,2,1600,16.257857680289998
Offering you 1263 SQ FT flat for sale in Uttar Badda,8,55,3,3,1263,15.86963441986494
"Worthy 1300 Sq Ft Residential Apartment Is For Sale At Ahmed Nagar, Mirpur",4,27,3,3,1300,15.830413711839864
A Reasonable Apartment Is Available For Sale At Mirpur-10,4,42,3,2,1075,15.520258832020865
1150 Sq Ft Apartment Is Ready For Sale In Dhanmondi,11,98,3,3,1150,16.066802461833923
"Here Is A Well Defined Flat Of 1700 Sq Ft Waiting For Sale At Section 7, Mirpur",4,104,3,3,1700,16.42558042423569
Modest 1100 Sq Ft Flat For Sale In Banasree,6,6,3,2,1100,15.955576839107596
"Well Organized Flat Of 1700 Sq Ft Is Now Vacant For Sale In Section 7, Mirpur",4,104,3,3,1700,16.42558042423569
This 920 Sq.Ft Convenient Flat Is For Sale In Mirpur Beside To D Block Jame Mosque,4,15,3,2,920,15.319588176962746
"Nearly Finished Apartment Is Up For Sale In Mirpur Section 10, Near To Darland Intern...",4,42,2,2,855,15.363605052810144
1650 Square Ft Apartment For Sale Is Being Constructed In Mirpur,4,30,4,3,1650,16.213405921671733
1650 Square Ft Well Designed Apartment For Sale In Mirpur,4,30,4,3,1650,16.213405921671733
Flat For Sale Covering A Beautiful Area In West Agargaon Nearby Momataj Memorial High...,1,1,3,3,1400,15.955576839107596
Worthy 1450 SQ FT Residential Apartment is for sale at West Shewrapara,4,34,3,3,1450,15.975955999070965
2200 Square Feet Flat With 3 Decent Bedrooms Is Available For Sale In Bashundhara R-a...,2,43,3,3,2200,17.05418904934434
A Nice Flat Is For Sale In Mohammadpur Nearby Alhaj Mockbul Hossain University Colleg...,7,52,2,2,940,15.38412668421143
"Pursue This 1400 Sq Ft Flat For Sale In Uttar Badda, Shadhinata Sharani",8,55,3,3,1400,15.76142084987672
2000 Square Ft Residential Apartment For Sale At Bashundhara R-A Next To Sunnydale Sc...,2,11,3,4,2000,16.765198945372877
Ideal Flat Of 1175 Sq Ft In Dhanmondi Available For Sale,11,56,3,3,1175,16.257857680289998
980 Sq Ft Apartment Is Ready For Sale At Uttar Badda,8,55,2,2,980,15.319588176962746
"1657 Square Feet Residential Flat With 3 Bedrooms For Sale In Uttara, Sector 18",3,36,3,3,1657,16.166885910365842
"Perfect For A Family Home, This Apartment Of 1100 Sq Ft Is Up For Sale In Ahmed Nagar",4,27,3,3,1100,15.76142084987672
Get Comfortable In A 1100 Sq Ft Flat For Sale In Ahmed Nagar,4,27,3,3,1100,15.76142084987672
"1260 Square Feet Flat Is Available For Sale In Bashundhara R-a, Block K",2,44,3,3,1260,16.18668853579461
"Grab This 1500 Square Feet Flat Available For Sale In Bashundhara R-a, Block K",2,44,3,3,1500,16.36104190800008
"Offering You A 1700 Sq Ft Flat For Sale In Block E, Bashundhara R-A",2,6,3,3,1700,16.59743066955244
"1700 Sq Ft Flat For Sale In Block E, Bashundhara R-A",2,6,3,3,1700,16.59743066955244
Are you in hurry? No worries! You Can Take This 1250 Sq Ft Flat for Sale in East Shew...,4,60,3,3,1250,16.012735246411598
"Deal With This 975 Sq Ft Flat Up For Sale In Kazipara, Mirpur",4,25,2,2,975,15.656060350091908
"Visit This 1000 Sq Ft Flat, Which Is Up For Sale In Mirpur, East Kazipara",4,25,2,2,1000,15.687312888712007
"Checkout This 1000 Sq Ft Flat Set To Sale In Mirpur, East Kazipara",4,25,2,2,1000,15.687312888712007
"Get This 950 Sq Ft Flat For Sale In Kazipara, Mirpur",4,25,2,2,950,15.623799493077952
"Appealing Property In 2nd Colony, Mirpur – 1375 Sq Ft Flat For Sale",4,46,3,3,1375,15.76142084987672
"A Spectacularly Constructed Flat of 1,080 SQ FT for Sale In Agargaon Near Baitul Mamu...",1,77,2,2,980,15.50005612841392
"Picture Yourself, Residing In This Well Constructed And Planned 2258 Sq Ft Apartment ...",3,58,4,5,2258,17.147715103853763
"1200 Square Feet Apartment Is Ready For Sale In Mohammadpur, Chandrima Model Town",7,107,3,3,1200,15.702580358511794
"1650 Sq Ft Residential Flat For Sale In Mirpur, Rupnagar R/A",4,35,3,3,1650,16.333207111220425
"Well Organized Flat Of 1350 Sq Ft Is Now Vacant For Sale In Sector 11, Uttara",3,7,3,3,1350,16.41820031748273
Suitable 1360 Sq Ft Residential Apartment For Sale In Chandrima Model Town,7,107,3,3,1360,15.830413711839864
Offering You A 1370 Sq Ft Flat For Sale In Uttar Badda,8,55,3,3,1370,15.86963441986494
"For You 2760 Sq Ft Flat Is Now For Sale In Block B, Bashundhara R-A",2,2,4,5,2760,17.27308830456852
"1900 Sq Ft Apartment Is Ready For Sale In Adabor, Dhaka Housing Main Road",10,123,3,4,1900,16.329166702009918
"2500 SFT 4 bed Apartment is ready to sale in Bashundhara R-A, Dhaka",2,44,4,4,2500,16.929025911619092
1654 SFT Three Bedroom Apartment | Vacant Now | Ready To Move in Uttara,3,36,3,4,1654,16.213405921671733
Uttara-6 Is Offering You A 2110 Sq Ft Apartment Ready For Sale,3,66,4,4,2110,17.16488822600283
Offering You A Nice Flat For Sale In Uttara Near Asian University Of Bangladesh,3,66,3,3,1554,16.41820031748273
1200 Square Ft. And 3 Bedroom Residential Apartment For Sale At Mirpur 11 Close To Me...,4,22,3,3,1200,15.573368647930426
Worthy 1250 SQ FT residence is for sale at Mirpur 11,4,22,3,3,1250,15.789591722875162
Next To Kuwaiti Masjid This Ready And Comfortable 850 Sq.Ft Apartment Is Up For Sale ...,4,24,2,2,850,15.201805169084134
A Nicely Constructed Apartment Of 2200 Sq Ft Is Available Right Now For Sale In Kally...,4,33,4,4,2200,16.759949589762293
1830 Sq Ft Flat Is For Sale In Uttara,3,72,3,3,1830,16.951004817371683
"1654 Sq Ft Ready Flat For Sale In Uttara-18, Rajuk Uttara Apartment Project, Block A",3,36,3,4,1654,15.955576839107596
Check This Beautiful 1200 Sq Ft Residence Is Up For Sale At Shahjadpur,8,50,3,2,1200,15.76142084987672
Offering You 2100 Sq Ft Flat For Sale In Pirerbag,4,45,8,6,2100,15.512959530871255
Check This 1250 Sq.ft -3 Bedroom Apartment Up For Sale At Cantonment Very Near To Man...,9,18,3,3,1250,15.424948670398354
1260 Sft Well Maintained Apartment For Sale At Mirpur Dhaka,4,30,3,3,1260,15.894952224644102
Imagine A Spacious Flat That Comes With Your Affordability Yes This 2380 Sq Ft Beauti...,2,26,4,5,2380,17.182806422433504
2500 Square Feet Flat For Sale In Bashundhara R-a,2,44,4,5,2500,16.929025911619092
This 1250 Sq Ft Well Defined Flat Is Now Vacant To Sale In Pirerbag,4,45,3,3,1250,15.76142084987672
Checkout This 1500 Sq Ft Flat For Sale In Mirpur-6,4,8,3,3,1500,16.257857680289998
"1450 Sq Ft Apartment For Sale In Bashundhara R-a, Block B",2,2,3,3,1450,16.388122864507256
"Here Is A Well Defined Flat Of 1815 Sq Ft Waiting For Sale At Sector 4, Uttara",3,17,3,5,1815,16.941393559881465
"Pursue This 975 Sq Ft Flat Up For Sale In East Kazipara, Mirpur",4,25,2,2,975,15.66199508467249
"Pick This 1325 Sq Ft Apartment For Sale In Aftab Nagar, Block F",5,11,3,3,1325,16.04283327427448
"To Live A Secure Life You Can Take This 1275 Sq Ft Flat For Sale At Kallyanpur, Mirpu...",4,33,3,3,1275,15.967272877502799
Property For Sale In Bashundhara R-A – 2025 Sq Ft Apartment,2,68,3,4,2025,16.759949589762293
"Get Comfortable In A 930 Sq Ft Nice Flat For Sale In Middle Monipur, Mirpur",4,30,2,2,930,15.520258832020865
"Have A Look At This 1100 Sq Ft Property Which Is Up For Sale Located At Section 12, M...",4,15,3,3,1100,15.687312888712007
"1250 Sq Ft Residential Property Is Set For Sale In Mirpur, Kallyanpur",4,33,3,3,1250,15.830413711839864
"Dwell In This 1200 Sq Ft Apartment With 2 Balconies For Sale In East Shewrapara, Mirp...",4,60,2,2,1200,15.86963441986494
"Well Organized Flat Of 1250 Sq Ft Is Now Vacant For Sale In Kallyanpur, Mirpur",4,33,3,3,1250,15.830413711839864
Ready Flat Of 900 Sq Ft Is Now For Sale In Mirpur -2,4,38,2,2,900,15.520258832020865
"Make This 900 Sq Ft Flat Your Next Residing Location, Which Is Up For Sale In Mirpur",4,38,2,2,900,15.520258832020865
Find 1350 Sq Ft Flat Available For Sale In Dakshin Khan,0,110,3,3,1350,15.894952224644102
Offering You A 1070 Sq Ft Flat For Sale In Mohammadi Housing LTD,7,124,3,3,1070,15.829079489004743
Appealing Property In Bashundhara R-A – 2760 Sq Ft Flat For Sale,2,2,4,5,2760,17.27308830456852
Best Location Mirpur | Spacious And Bright 3 Bedroom 1100 Sq Ft Apt. | For Sale,4,27,3,3,1100,15.623799493077952
Promising Under-construction 1100 Sq Ft Apartment For Sale In Mirpur,4,27,3,3,1100,15.623799493077952
"1600 Sq Ft Flat Is Being Constructed For Sale In Aftab Nagar, Block E",5,6,3,3,1600,16.42558042423569
"View This 1550 Sq Ft Apartment Ready For Sale In Aftab Nagar, Block G",5,61,3,3,1550,16.41820031748273
We Are Offering A Reasonably Priced Flat For Sale Which Is Featuring 800 Sq Ft Space ...,10,32,2,2,800,15.53827733427679
Banasree Is Offering You A 1940 Sq Ft Apartment Ready For Sale,6,49,4,4,1940,16.452279628653727
"Lead Your Life In This 1450 Sq Ft Flat Up For Sale In Badda, Khilbari Tek",8,125,3,3,1450,16.132984361974234
"1322 Sq Ft Nicely Planned Apartment Is Available For Sale In Shahjadpur, Badda",8,50,3,3,1322,16.012735246411598
"1635 Sq Ft Apartment Is Ready For Sale In Aftab Nagar, Block G",5,61,4,3,1635,16.178955633310586
"Grab This 1360 Sq Ft Apartment For Sale In Pallabi, Mirpur",4,10,3,3,1360,16.447399470043365
"1700 Sq Ft Flat For Sale In Banasree, With Good Home Facilities",6,11,3,3,1700,16.51687183802978
"Offering You A 650 Sq Ft Nice Flat For Sale In Section 6, Mirpur",4,8,2,2,650,15.068273812173887
"Visit This 650 Sq Ft Flat For A Small Family Is Here Available For Sale In Section 6,...",4,8,2,2,650,15.068273812173887
"700 Sq Ft Lovely Residential Flat For Sale In Mirpur, Section 13",4,41,2,2,700,15.150511887854474
700 Sq Ft Residential Flat With 2 Bedrooms For Sale In Mirpur-13,4,41,2,2,700,15.150511887854474
"Buy This 1300 Sq Ft Residential Flat In Cantonment, Manikdi",9,18,3,3,1300,15.816990693309524
Buy This 1770 Sq Ft Flat In Mirpur-12,4,15,3,3,1770,16.012735246411598
"This 1133 Sq Ft Flat Is Ready To Sale In Mirpur-2, Borobag",4,38,3,3,1133,15.46416937585933
"This 1050 Sq Ft Flat Is Ready For Sale, Located In Mirpur-11",4,22,3,3,1050,15.806803849386167
"Buy This 840 Sq Ft Apartment In Dakshin Khan, Ashkona",0,3,2,2,840,14.845130332288226
1200 Sq.ft Flat For Sale At Senpara Parbata Beside To Bangladesh Baptist Church Sangh...,4,42,3,3,1200,15.702580358511794
1170 SFT Reasonable Apartment For sale At Badda,8,54,3,3,1170,16.231424425551033
"Affordable 1,365 Sq Ft Apartment for Sale in Uttara Sector 4",3,17,3,3,1365,16.60667572712668
"Own This Spacious 1330 Sq. Ft. Flat in Uttar Badda, Moynarbagh",8,55,3,3,1330,16.066802461833923
"Sophisticated 2,370 sq ft residential Apartment for Sale in Bashundhara R-A",2,68,4,4,2370,17.11134746100564
Reasonable 900 Sq Ft Flat for Sale in Dhanmondi,11,126,2,2,900,15.955576839107596
Noticeable1456 Sq. Ft. Flat For Sale in Uttar Badda.,8,55,3,3,1456,16.166885910365842
"Get Ready To Buy This Ideally Maintained 1560 Sq Ft Apartment Located In Block H, Bas...",2,23,3,3,1560,16.562781536322326
"Picture Yourself, Residing In This Well-constructed And Planned 1450 Sq Ft Apartment ...",2,6,3,3,1450,16.300417291085605
New with a view – 1000 SQ FT Flat for Sale in West Shewrapara,4,34,3,2,1000,15.607270193858982
"1600 Square Feet Spacious And Nice Flat Is Available For Sale In Bashundhara R-a, Blo...",2,11,3,4,1600,16.489659276356317
"At Aftab Nagar Near To Gazi Jame Mosjid, A 1300 Sq. Ft Apartment Which Is Up For Sale",5,6,3,3,1300,15.931766193248746
To Get A Trouble Free Life You Can Take Buy This 650 Sq Ft House In Mirpur 12,4,15,2,2,650,14.978661680269907
Reasonably Priced A Residential Flat Of 1206 Sq Ft Is Ready For Track Down In Iqbal R...,7,64,3,3,1206,16.454567959008102
1000 Sq Ft Flat With 2 Bedrooms Is Up For Sale In Dakshin Khan,0,57,2,2,1000,15.607270193858982
Completely Organized 720 Sq Ft Flat Is Available To Sale In South Pirerbag,4,45,2,2,720,15.38412668421143
Close To Mirpur Fakir Bari Darbar Sharif &amp; Mosque 1100 Sq.Ft Flat Is For Sale.,4,42,3,2,1100,15.520258832020865
Have A Look At This 1450 Sq Ft Property Which Is Up For Sale Located At Ashkona,0,3,3,2,1450,16.05887639739914
"Beautiful And Well-constructed 1100 Sq Ft Flat Is Ready To Sale At Dakkin Paikpara, M...",4,84,3,2,1100,15.687312888712007
Buy This Great 2350 Square Feet Flat Available For Sale In Bashundhara R-a,2,127,4,4,2350,16.785925074816024
Ready 1400 Sq Ft Flat Is Now For Sale In Mirpur,4,106,3,3,1400,15.894952224644102
"Take A Look At This 1950 Sq Ft Flat For Sale In Dakshin Khan, North Azampur",0,97,3,4,1950,16.213405921671733
"Plan To Move In This 1300 Sq Ft Flat Which Is Up For Sale In Lalkuthi, Mirpur",4,128,3,3,1300,15.607270193858982
"Find This 1200 Sq Ft Flat Available For Sale In Lalkuthi, Mirpur",4,128,3,3,1200,15.607270193858982
2000 Sq Ft Flat Is Now For Sale In Aftab Nagar,5,23,3,5,2000,16.811242881518265
"In The Location Of Aftab Nagar, A 1350 Sq. Ft Apartment Is For Sale Near Blcs Institu...",5,6,3,3,1350,15.882373444019521
"Verify This 2150 Square Feet Flat Available For Sale In Bashundhara R-a, Block J",2,49,4,4,2150,16.737327202403897
Settle Down In This 2150 Square Feet Flat Available For Sale In Bashundhara,2,49,4,4,2150,16.753348906079495
A Great 650 SQ FT residence for sales purposes is available in Mirpur 11,4,22,2,2,650,15.201805169084134
A Nicely Build 1150 Sq Ft And 3 Bedroom Apartment Is Vacant For Sale In North Bishil ...,4,9,3,2,1150,15.555976908243359
Buy This Flat At Rupnagar R/A For The Ideal Urban Lifestyle You Dream About.,4,35,4,4,1250,15.732433317205148
Create your home in a 1200 SQ FT apartment for sale in Mirpur DOHS,4,5,3,3,1200,16.118095750958314
Evaluate This 1300 Sq Ft Apartment In Mirpur-12 To Buy In An Amazing Price,4,15,3,3,1300,15.894952224644102
Select Your Next Residing Place At This Nice Flat Of 975 Sq Ft In Borobag Mirpur,4,38,3,2,975,15.424948670398354
"1400 Square Feet Residential Apartment For Sale At Shyamoli Housing, Shekhertek",7,74,3,3,1400,15.919644834185693
Get Comfortable In A Nice Flat For Sale In Bashundhara R-a Nearby Viquarunnisa Noon S...,2,61,3,4,1856,16.677711496036597
1400 Sq Ft Apartment Is Ready For Sale In Mirpur,4,15,3,3,1400,15.912300860828838
Visit This 1575 Sq. Ft Apartment Which Is Ready For Sale In Uttara 10,3,31,3,4,1575,16.118095750958314
A 1150 Sq Ft Residential Flat Is For Sale In Mirpur Section 10.,4,42,3,2,1150,15.520258832020865
"4 Bedroom, 2,420 SFT Flat for Sale – Outstanding Living in Bashundhara R-A",2,2,4,4,2420,16.993564429978885
"Buy This Great 1290 Sq Ft Residential Flat In Mirpur-1, North Bishil",4,9,3,3,1290,15.687312888712007
Plan To Move In This 650 Sq Ft Flat Which Is Up For Sale In Mirpur 12,4,15,2,2,650,14.978661680269907
Offering You 650 Sq Ft Flat For Sale In Mirpur 12,4,15,2,2,650,15.068273812173887
"1050 Sq Ft Apartment With 2 Balconies For Sale In Mirpur, Ahmed Nagar",4,27,3,2,1050,15.520258832020865
3 Bedroom &amp;amp; 3 Bathroom Apartment Which Is Up For Sale At Aftab Nagar,5,6,3,3,1300,15.931766193248746
"1365 Sq Ft Flat With Serene Balcony Views Is For Sale In Mirpur-10, Senpara Parbata",4,42,3,3,1365,15.831413212039747
We Are Offering To You This 1445 Sq Ft Lovely Flat For Sale In Banasree,6,2,3,3,1445,16.380459992348886
"Buy This Beautiful 1350 Sq Ft Ready Flat In Dakshin Khan, Sobur Khan Road",0,129,3,3,1350,15.687312888712007
1100 Square Ft And 3 Bedroom Residential Apartment For Sale At Shimultola Road-Pirerb...,4,45,3,2,1100,15.520258832020865
A rightly planned 1461 SQ FT residence is found for sale in Chandrima Model Town,7,107,3,3,1461,15.830413711839864
We Have A 1750 Sq. Ft Flat For You In Mirpur 2 Nearby Rain khola Jame Masjid.,4,38,3,3,1750,16.380459992348886
"1625 Sq Ft Spacious And Comfy Flat Is Up For Sale In Banasree, Block G",6,61,4,3,1625,16.380459992348886
2200 Square Feet Flat With Amazing Residential Design Is Available For Sale In Bashun...,2,11,4,4,2200,16.524227270231894
"Upgrade Your Lifestyle By Buying This Desirable Flat Of 1350 Sq Ft In Mirpur, Middle ...",4,30,3,3,1350,15.830413711839864
"Make This 1150 Sq Ft Flat Your Next Residing Location, Which Is Up For Sale In Mirpur...",4,42,3,2,1150,15.564710586686562
"Check This Fine Looking Flat Of 1700 Sq Ft Offered For Sale In Block F, Banasree",6,11,3,3,1700,16.52356082573315
Take A Look At This 1750 Sq Ft Flat For Sale In Uttara-4,3,17,3,3,1750,16.705882371415992
Worthy 850 SQ FT residence is for sale at East Kazipara,4,25,2,2,850,15.424948670398354
A Well-constructed 250 Sq Ft Flat Is For Sale In Bashundhara R-a,2,39,1,1,250,15.039286283703994
Appreciate Your Days In This 1365 Sq Ft Flat For Sale With Best Room Facilities In Mi...,4,42,3,3,1365,15.831413212039747
1300 Square Ft Residential Apartment For Sale At Pallabi Beside To Pallabi Mazedul Is...,4,10,3,3,1300,15.86963441986494
"Make This 1300 Sq Ft Flat Your Next Residing Location, Which Is Up For Sale In Pallab...",4,10,3,3,1300,15.86963441986494
"Reside Conveniently In This Well Constructed Flat For Sale In Pallabi , Near Pallabi ...",4,10,3,3,1100,15.702580358511794
"850 Sq Ft Residential Flat For Sale In Mirpur, West Kazipara",4,67,2,2,850,15.341567078850604
"A Beautiful Apartment With A View Is Up For Sale At Bashundhara R-a, Block B.",2,2,3,4,2050,16.67341657199967
A Nicely Build 980 Sq Ft And 3 Bedroom Apartment Is Vacant For Sale In Middle Paikpar...,4,29,3,3,980,15.520258832020865
"Covering 1250 Sq Ft Space A Flat Is Up For Sale In Section 11, Mirpur Nearby Mirpur I...",4,22,3,3,1250,15.97017563682372
See This 1250 Sq Ft Apartment For Sale Is All Set For You In Mirpur Close To Mirpur S...,4,22,3,3,1250,15.97017563682372
Picture Yourself In This Residential Apartment Of 1050 Sq Ft For Sale In Shah Ali Bag,4,9,3,3,1050,15.607270193858982
We Bring You A Nice Residence Of 2100 Sq Ft For sale In Mirpur DOHS,4,5,3,4,2100,16.638673625584694
A 650 Sq Ft Residence Is Available To Sale In Mirpur 11,4,22,2,2,650,15.096444681204078
"Residence Of 1160 Sq Ft Is Up For Sale In Adarsha Road, Mirpur 10",4,42,3,3,1160,15.424948670398354
"This Comfy Flat Is Vacant Right Now For Sale In East Kazipara, Which Is 1360 Sq Ft",4,25,3,3,1360,15.894952224644102
A Nicely Constructed Apartment Of 2220 Sq Ft Is Available Right Now For Sale In Bashu...,2,11,4,5,2220,16.993564429978885
"Look At This Nice 1852 Sq Ft Flat Is Up For Sale At Block A, Bashundhara R/A",2,43,3,3,1852,16.88356353960952
1365 Sq Ft Flat Is Up For Sale In Mirpur-10,4,42,3,3,1365,15.831413212039747
Construct Your Relaxing Days In This 1250 Sq Ft Residential Flat For Sale In Mirpur-2,4,38,3,3,1250,15.76142084987672
Visit This 1200 Sq Ft Flat Available For Sale In The Marvelous Locality Of Uttara-3,3,88,3,3,1200,16.36495580701484
"A 885 Sq Ft Flat Is Up For Sale At Senpara Parbata, Mirpur-10",4,42,2,2,885,15.302781062412842
Plan The Calm Life You Always Desire About In This Flat Of 1150 Sq Ft For Sale In Mir...,4,22,3,3,1150,15.891822332027024
Express Your Individuality At This 1400 Sq Ft Apartment At Bashundhara R-a Close To M...,2,26,3,3,1400,16.341239282272525
"Now you can afford to dwell well, check this 1185 SQ FT home which is for sale in Pir...",4,45,3,2,1185,15.856731016694035
A 1400 Sq Ft Flat Is Up For Sale In A Well Secured Location Of South Pirerbag,4,45,3,3,1400,15.919644834185693
Garb This 1300 Sq Ft Residential Apartment For Sale At Uttara,3,31,3,3,1300,15.830413711839864
"2200 Sq Ft Flat For Sale In Block H, Bashundhara R-A",2,23,4,4,2200,16.811242881518265
An Impressive 2400 Sq Ft Residential Apartment Is Up For Sale In The Center Of Uttara...,3,88,4,4,2400,16.860033043306743
Buy This 772 Sq Ft Apartment In Mirpur-10,4,42,2,2,772,15.274125813221904
At Mirpur Flat For Sale Close To Prince Bazar,4,9,3,3,1250,15.717618233614914
Deal With This 1030 Sq Ft Apartment For Sale In Mirpur-7,4,104,3,2,1030,15.607270193858982
2250 Sq Ft Flat Is Now Vacant For Sale In Bashundhara R-a,2,68,3,4,2250,16.705882371415992
1476 Sq Ft Apartment For Sale In Mirpur-11,4,22,3,3,1476,15.894952224644102
"Grab This 1055 Sq Ft Flat Up For Sale In Banasree, Block E",6,6,2,3,1055,15.573368647930426
"We Are Presenting You With This 1200 Sq Ft Apartment For Sale In North Pirerbag, Mirp...",4,45,3,3,1200,15.607270193858982
"1200 Sq Ft Residential Flat For Sale In Mirpur-10, Senpara Parbata",4,42,3,3,1200,15.830413711839864
A Bright Future Is Awaiting You In This 1825 Sq Ft Apartment For Sale In Uttara-5,3,20,3,4,1825,16.73867219244687
"1350 Sq Ft Residential Apartment For Sale In Mirpur, Middle Monipur",4,30,3,3,1350,15.830413711839864
Mirpur Is Offering You A 1250 Sq Ft Apartment For Sale,4,34,3,3,1250,15.648092181712572
"Fairly Large Apartment Of 1240 Square Feet Is Ready For Sale In Block B, Bashundhara ...",2,2,3,4,1240,16.066802461833923
View This 1673 Square Feet Apartment For Sale In Mirpur-11,4,22,3,3,1673,16.257857680289998
This Flat Of 1350 Sq Ft For Sale Is Ready To Arrange Desirable Dwelling Facilities Fo...,7,74,3,3,1350,15.990262393084793
1000 Square Feet Apartment For Sale Is Ready To Offer You A Suitable Home Experience ...,4,60,2,2,1000,15.068273812173887
This 1220 Sq.ft Flat Which Is In Kallyanpur Near IBN SINA Medical College Hospital Fo...,4,33,3,3,1220,15.76142084987672
Get This Well Defined 850 Sq Ft Flat For Sale In Rupnagar R/a,4,35,2,2,850,15.483217567201578
Well Designed 1200 Sq Ft Residential Flat Is There For Sale At Middle Monipur,4,30,3,3,1200,15.424948670398354
